year,estate_type,hdb_resale_transactions,median_resale_price,mean_resale_price,agent_side_records,agent_side_record_rate,rate_2017,change_pp
2025,Mature,10485,674888.0,703542.9812150692,15659,0.7467334287076777,0.7316399779127554,1.5093450794922303
2025,Non-mature,14600,610000.0,615880.5628404109,24074,0.8244520547945206,0.7819102496944299,4.254180510009064
